Name,Department,Quality Rating,Number of Ratings,Would Take Again,Difficulty
James Kruidenier,Mathematics,0.0,0 ratings,N/A,0
Laura Zirbel,Mathematics,0.0,0 ratings,N/A,0
Jerry Luo,Mathematics,0.0,0 ratings,N/A,0
Kwang-Ting Cheng,Mathematics,0.0,0 ratings,N/A,0
Odog Time,Mathematics,0.0,0 ratings,N/A,0
Seth Althauser,Mathematics,0.0,0 ratings,N/A,0
Dorde Nikolic,Mathematics,5.0,1 ratings,100%,2
Rick Ye,Mathematics,2.1,143 ratings,27%,3.3
Jeffrey Stopple,Mathematics,3.1,80 ratings,32%,3.6
Ken Goodearl,Mathematics,3.8,74 ratings,60%,2.6
Hector Ceniceros,Mathematics,3.2,74 ratings,38%,3.1
Jea-Hyun Park,Mathematics,3.1,51 ratings,55%,3.3
Andreas Malmendier,Mathematics,4.5,43 ratings,N/A,3.4
Ashwin Tarikere,Mathematics,3.1,43 ratings,49%,3.8
Marc Becker,Mathematics,2.9,42 ratings,53%,3.7
Catherine Pfaff,Mathematics,3.8,39 ratings,85%,3.9
Alexandra Chronopoulou,Mathematics,2.8,32 ratings,0%,3.4
John Helms,Mathematics,3.8,31 ratings,N/A,3.4
Michael Landrigan,Mathematics,2.2,17 ratings,N/A,3.9
Therese Landry,Mathematics,3.3,17 ratings,53%,2.5
Garo Sarajian,Mathematics,2.2,12 ratings,34%,4.3
Jared Kubler,Mathematics,2.2,10 ratings,20%,4.6
Emille Davie,Mathematics,2.4,9 ratings,N/A,3.9
Zuhair Mullath,Mathematics,4.8,9 ratings,89%,3
Sui Tang,Mathematics,3.5,8 ratings,63%,3
Peter Merkx,Mathematics,3.7,8 ratings,67%,2.9
Thomas Howard,Mathematics,1.7,6 ratings,N/A,4.8
Daniel Barter,Mathematics,2.6,5 ratings,40%,3.6
Ashwin Trisal,Mathematics,2.6,5 ratings,40%,4
Ashlee Kalauli,Mathematics,5.0,5 ratings,100%,2.2
Andre Rodrigues,Mathematics,1.3,4 ratings,0%,4.8
Kevin Tian,Mathematics,2.7,3 ratings,34%,3
Garett Johnson,Mathematics,1.5,2 ratings,N/A,4.5
Ricky Lee,Mathematics,5.0,1 ratings,100%,1
Aacutekos Nagy,Mathematics,5.0,1 ratings,100%,2
ALONSO RODRIG,Mathematics,3.0,1 ratings,100%,3
Xin Su,Mathematics,0.0,0 ratings,N/A,0
Gufong Wei,Mathematics,2.2,107 ratings,35%,3.6
Nathan Schley,Mathematics,2.5,103 ratings,39%,3.3
Adebisi Agboola,Mathematics,2.1,80 ratings,22%,3.6
Gunhee Cho,Mathematics,3.5,56 ratings,65%,3.1
Adil Yaqub,Mathematics,3.0,52 ratings,100%,2.3
Bill Jacob,Mathematics,3.1,49 ratings,80%,3.9
Wenchuan Tian,Mathematics,4.0,34 ratings,74%,3
James Tener,Mathematics,4.4,29 ratings,91%,2.7
Tiancong Chen,Mathematics,3.8,26 ratings,100%,2.6
Francesc Castella,Mathematics,4.5,24 ratings,96%,2.1
Koratti Sivakumar,Mathematics,1.8,24 ratings,21%,4.2
Geunho Lim,Mathematics,2.1,24 ratings,25%,4.2
Benjamin Sung,Mathematics,1.6,22 ratings,5%,4
Sian Fryer,Mathematics,4.4,19 ratings,95%,2.8
Julie Rowlett,Mathematics,4.4,17 ratings,N/A,1.5
Nick Bragman,Mathematics,4.5,17 ratings,83%,2.3
Ilesanmi Adeboye,Mathematics,4.1,16 ratings,N/A,2.6
John Kaminsky,Mathematics,3.2,15 ratings,60%,3.1
Qiang Guang,Mathematics,4.0,13 ratings,70%,3.6
Xin Zhou,Mathematics,2.5,12 ratings,42%,3.8
Ben Coté,Mathematics,4.6,11 ratings,N/A,2.9
Eric Samperton,Mathematics,3.3,11 ratings,46%,3.6
Zheng Liu,Mathematics,3.8,11 ratings,64%,3.1
Waqar Ali Shah,Mathematics,4.1,11 ratings,82%,3.1
Elie Abdo,Mathematics,4.9,11 ratings,100%,2
Padraic Bartlett,Mathematics,4.9,9 ratings,N/A,2.7
Pawel Gladki,Mathematics,2.1,8 ratings,N/A,2.8
Andrew Cotton-Clay,Mathematics,4.3,8 ratings,N/A,2
Tim Speer,Mathematics,4.5,6 ratings,100%,1.8
Roberto Molinari,Mathematics,4.5,6 ratings,100%,2.8
Tomas Kababbe,Mathematics,4.8,5 ratings,N/A,2.4
Fedya Manin,Mathematics,4.2,5 ratings,80%,4.4
Hermon Fonseca,Mathematics,1.0,4 ratings,0%,4.8
Ruimeng Hu,Mathematics,4.3,4 ratings,75%,4.3
Mychelle Parker,Mathematics,4.3,4 ratings,100%,2.3
Troy Kling,Mathematics,5.0,3 ratings,100%,2.7
Keith Thompson,Mathematics,4.5,1 ratings,N/A,2
Jeffrey Case,Mathematics,1.5,1 ratings,N/A,3
Espa Martinez,Mathematics,5.0,1 ratings,100%,3
Glen Frost,Mathematics,5.0,1 ratings,100%,2
Chris Dare,Mathematics,5.0,2 ratings,100%,3
Michael Zshornack,Mathematics,5.0,1 ratings,100%,2
Herman Fonseca,Mathematics,0.0,0 ratings,N/A,0
ken miller,Mathematics,0.0,0 ratings,N/A,0
carlos garcia cervera,Mathematics,0.0,0 ratings,N/A,0
Matt Porter,Mathematics,4.4,277 ratings,87%,2.5
Charles Akemann,Mathematics,2.2,221 ratings,21%,3.8
Carlos Garcia,Mathematics,1.9,94 ratings,15%,4.2
Mihai Putinar,Mathematics,2.0,82 ratings,23%,4
Justin Kelz,Mathematics,3.3,56 ratings,62%,3.6
Christopher Ograin,Mathematics,4.3,54 ratings,82%,2.7
Eleni Panagiotou,Mathematics,2.4,52 ratings,26%,3.3
Derek Smith,Mathematics,4.6,43 ratings,N/A,2.5
Karel Casteels,Mathematics,4.3,42 ratings,84%,2.8
David Morrison,Mathematics,1.8,39 ratings,19%,3.9
Sanjay Kumar,Mathematics,4.7,33 ratings,94%,2.4
Shaya Shakerian,Mathematics,4.7,30 ratings,94%,2.6
Douglas Moore,Mathematics,2.4,26 ratings,N/A,3.2
Raul Rodriguez,Mathematics,2.4,26 ratings,39%,3.9
Quyuan Lin,Mathematics,4.8,17 ratings,95%,2.8
Priyam Patel,Mathematics,4.5,14 ratings,72%,3.2
Katy Craig,Mathematics,3.4,14 ratings,58%,3.9
Davit Harutyunyan,Mathematics,4.1,14 ratings,86%,3.3
Yuedong Wang,Mathematics,3.1,12 ratings,50%,2.5
Shawn Wirts,Mathematics,2.8,4 ratings,N/A,3
Bohan Zhou,Mathematics,3.1,8 ratings,50%,3.5
Denis Lebutin,Mathematics,5.0,2 ratings,100%,1.5
Nina Jensen,Mathematics,5.0,2 ratings,N/A,2
Lan Liu,Mathematics,5.0,1 ratings,100%,3
Stephen Paul,Mathematics,5.0,1 ratings,100%,3
Robert Ream,Mathematics,4.5,1 ratings,N/A,2
Grace Kennedy,Mathematics,2.5,1 ratings,N/A,3
Malik Tuerkoen,Mathematics,0.0,0 ratings,N/A,0
Kyle Mylonakis,Mathematics,0.0,0 ratings,N/A,0
Daryl Cooper,Mathematics,4.0,985 ratings,94%,2.6
Peter Garfield,Mathematics,3.8,191 ratings,77%,2.9
Darren Long,Mathematics,3.5,85 ratings,37%,3.4
Waqar Shah,Mathematics,3.1,67 ratings,56%,3.6
Ebrahim Ebrahim,Mathematics,3.7,57 ratings,64%,3.2
Paul Atzberger,Mathematics,2.6,54 ratings,40%,2.7
Larry Gerstein,Mathematics,2.3,46 ratings,N/A,4.1
Shahab Karimi,Mathematics,4.1,44 ratings,N/A,2.6
Tom Sideris,Mathematics,3.0,33 ratings,30%,3.6
Jeremy Brightbill,Mathematics,4.5,30 ratings,77%,4.1
Stephan Paul,Mathematics,4.6,29 ratings,100%,3.2
Ryan Ottman,Mathematics,3.5,29 ratings,N/A,3.3
Shoo Seto,Mathematics,3.0,28 ratings,75%,3.6
Eric Chen,Mathematics,3.8,27 ratings,71%,3.4
Guofang Wei,Mathematics,1.7,26 ratings,16%,4.1
Christopher Lopez,Mathematics,2.5,24 ratings,38%,3.7
Yugen Shu,Mathematics,2.1,23 ratings,N/A,3.2
XU Yang,Mathematics,2.8,22 ratings,42%,3.3
Jordan Schettler,Mathematics,4.8,21 ratings,100%,1.9
Robert Sulway,Mathematics,2.8,19 ratings,N/A,3.5
Dave Morrison,Mathematics,2.1,14 ratings,100%,3.6
Chris Nowlin,Mathematics,3.4,12 ratings,N/A,3.6
Rusiru Gambheera,Mathematics,3.5,12 ratings,67%,3.3
Akos Nagy,Mathematics,3.2,11 ratings,55%,3.2
David Hilbert,Mathematics,3.7,9 ratings,N/A,4.3
Christian Martinez-Esparza,Mathematics,4.5,8 ratings,100%,2.5
Yuanqi Wang,Mathematics,3.0,8 ratings,N/A,2.9
Elise Weir,Mathematics,4.3,7 ratings,86%,3
Alex Dugas,Mathematics,4.1,7 ratings,N/A,3
Qing Zhang,Mathematics,4.8,8 ratings,100%,1.9
Xiaolei Zhao,Mathematics,3.8,10 ratings,70%,4.1
Baldvin Einarsson,Mathematics,3.7,6 ratings,N/A,2
Nathan Williams,Mathematics,3.6,5 ratings,60%,3.8
Brittany Erickson,Mathematics,4.7,4 ratings,100%,3
Fabio Ricci,Mathematics,2.9,9 ratings,45%,4
Samuel Ballas,Mathematics,3.1,4 ratings,N/A,3.8
Hanming Zhou,Mathematics,3.5,4 ratings,75%,2.3
Daniel Halmrast,Mathematics,5.0,4 ratings,100%,3
Megan Elcheikhali,Mathematics,4.7,3 ratings,100%,2.3
Leslie Mavrakis,Mathematics,4.7,3 ratings,100%,3
Ethan Robinett,Mathematics,5.0,2 ratings,100%,2.5
Hyun-Jung Kim,Mathematics,3.0,2 ratings,100%,4
Ryan Blair,Mathematics,3.5,1 ratings,N/A,5
Sheri Tamagawa,Mathematics,4.0,1 ratings,100%,3
Justin Keltz,Mathematics,4.0,1 ratings,100%,3
Raj Solanki,Mathematics,5.0,1 ratings,N/A,1
Joseph Ricci,Mathematics,5.0,1 ratings,N/A,3
mathew porter,Mathematics,0.0,0 ratings,N/A,0
Ian Duncan,Mathematics,0.0,0 ratings,N/A,0
Tommy Xu,Mathematics,0.0,0 ratings,N/A,0
John Chapman,Mathematics,0.0,0 ratings,N/A,0
Ho Guo,Mathematics,0.0,0 ratings,N/A,0
Frederic Gibou,Mechanical Engineering,3.9,22 ratings,100%,2.6
Ryan Mohr,Mechanical Engineering,4.7,3 ratings,100%,2.7
Matthew Begley,Mechanical Engineering,5.0,2 ratings,100%,2.5
Annie Ruimi,Mechanical Engineering,1.5,2 ratings,N/A,1.5
Trevor Marks,Mechanical Engineering,4.0,25 ratings,80%,4
Enoch Yeung,Mechanical Engineering,4.5,10 ratings,80%,3.4
Robert McMeeking,Mechanical Engineering,3.5,8 ratings,100%,3.6
Matt Sprankle,Mechanical Engineering,3.0,6 ratings,N/A,2.8
Henry Yang,Mechanical Engineering,5.0,1 ratings,N/A,1
Casey Hare,Mechanical Engineering,4.0,1 ratings,100%,4
Sumita Pennathur,Mechanical Engineering,4.1,9 ratings,N/A,3.6
Tie Wu,Mechanical Engineering,2.2,5 ratings,20%,3.4
Dominic Dal Bello,Mechanical Engineering,4.5,3 ratings,N/A,2.3
Eckart Meiburg,Mechanical Engineering,3.7,3 ratings,0%,3
Adele Doyle,Mechanical Engineering,1.3,3 ratings,0%,3.7
Megan Valentine,Mechanical Engineering,3.0,1 ratings,N/A,3
Kyriakos Vamvoudakis,Mechanical Engineering,0.0,0 ratings,N/A,0
Glenn Beltz,Mechanical Engineering,4.8,44 ratings,90%,2.5
Samantha Daly,Mechanical Engineering,3.7,12 ratings,75%,3.6
Michael Yang,Mechanical Engineering,0.0,0 ratings,N/A,0
Otger Campas,Mechanical Engineering,3.7,13 ratings,72%,3.6
Steve Laguette,Mechanical Engineering,2.7,12 ratings,0%,2.3
Tyler Susko,Mechanical Engineering,2.9,12 ratings,46%,2.9
Geoffrey Tsai,Mechanical Engineering,4.8,6 ratings,100%,2.5
Kamala Qalandar,Mechanical Engineering,5.0,3 ratings,N/A,2
Paolo Luzzatto-Fegiz,Mechanical Engineering,5.0,3 ratings,100%,3.3
Fredrick Milstein,Mechanical Engineering,2.8,3 ratings,N/A,4
Emilie Dressaire,Mechanical Engineering,5.0,3 ratings,100%,2.7
Mustafa Khammash,Mechanical Engineering,5.0,2 ratings,N/A,3.5
Pouria Mistani,Mechanical Engineering,5.0,2 ratings,100%,3.5
Jean-Louis Armand,Mechanical Engineering,2.0,1 ratings,0%,5
Bruno Jacob,Mechanical Engineering,0.0,0 ratings,N/A,0
Jamie Young,Media Arts,3.0,1 ratings,N/A,1
Fred Lange,Medicine,3.7,3 ratings,N/A,2.3
Katie Baillargeon,Music,4.7,51 ratings,87%,2.2
Derek Katz,Music,4.5,47 ratings,92%,2.1
Edmond Johnson,Music,4.9,27 ratings,N/A,1.7
Emma Levine,Music,5.0,13 ratings,100%,1.7
John Hajda,Music,3.4,11 ratings,25%,3.2
Ruth Hellier-Tinoco,Music,3.2,9 ratings,N/A,1.6
Tim Cooley,Music,3.1,9 ratings,100%,2.8
Phil Murphy,Music,3.6,7 ratings,0%,2
Molly Clementz,Music,4.7,5 ratings,75%,2
Eugenia Conte,Music,4.5,4 ratings,75%,3.5
Michael Vitalino,Music,4.7,3 ratings,N/A,2.7
Andrew Watts,Music,5.0,3 ratings,100%,2
Sunaina Kale,Music,4.5,2 ratings,100%,2
Benjamin Brecher,Music,2.5,2 ratings,100%,3.5
Janet Bourne,Music,5.0,2 ratings,100%,3
Chris Rountree,Music,5.0,1 ratings,N/A,2
Rodney Duplessis,Music,0.0,0 ratings,N/A,0
Scott Marcus,Music,3.4,46 ratings,80%,1.7
Jon Nathan,Music,3.3,16 ratings,70%,3.5
Jillian Fischer,Music,3.6,15 ratings,60%,2.9
Paul Bambach,Music,4.3,9 ratings,100%,1.7
Joel Hunt,Music,4.6,7 ratings,0%,2.1
David Malvinni,Music,4.0,7 ratings,58%,1.7
Erin Putnam,Music,4.6,6 ratings,N/A,1.7
Elizabeth Hambleton,Music,3.8,5 ratings,60%,2
Max Jack,Music,3.9,5 ratings,75%,2.4
Evan Murnane,Music,5.0,5 ratings,100%,2.8
Natasha Kislenko,Music,5.0,4 ratings,100%,2.5
Kaite Zigterman,Music,3.5,2 ratings,50%,2
Bahram Osqueezadeh,Music,3.0,2 ratings,100%,3
Marc Evans,Music,5.0,1 ratings,100%,4
Benjamin Levy,Music,5.0,1 ratings,100%,4
Nathan Cobb,Music,5.0,1 ratings,100%,2
Alex Blue,Music,0.0,0 ratings,N/A,0
Barbara Taylor,Music,0.0,0 ratings,N/A,0
Mason Hock,Music,0.0,0 ratings,N/A,0
Jillian Fisher,Music,0.0,0 ratings,N/A,0
Mike Joiner,Music,4.8,23 ratings,N/A,1.8
Kevin McBrien,Music,4.5,14 ratings,100%,1.6
Malia Roberson,Music,3.4,11 ratings,N/A,3.1
Jared Holton,Music,4.5,11 ratings,82%,1.9
Charles Asche,Music,4.7,11 ratings,100%,4.6
Tiffany Ta,Music,5.0,9 ratings,100%,1.6
Stefanie Tcharos,Music,4.6,8 ratings,100%,3.1
Russell Knight,Music,3.8,7 ratings,N/A,2.3
George Blake,Music,2.2,6 ratings,34%,4.2
Bridget O'Connell,Music,4.0,6 ratings,50%,2
Dennis Russell,Music,3.8,6 ratings,N/A,1.2
Jason Busniewski,Music,2.7,5 ratings,N/A,1.4
Richard Hannington,Music,5.0,3 ratings,100%,2
Randy Drake,Music,4.7,3 ratings,100%,2.3
Geoffrey Rutkowski,Music,3.5,2 ratings,N/A,4.5
Alexandra Birch,Music,3.0,2 ratings,50%,4
Nick Jurkowski,Music,4.5,2 ratings,100%,2
Margo Halsted,Music,5.0,1 ratings,N/A,2
Claire Barbasch,Music,4.0,1 ratings,N/A,1
Aviva Milner-Brage,Music,4.5,1 ratings,N/A,2
Meghan Joyce,Music,4.5,1 ratings,N/A,1
Nicolas Jurkowski,Music,4.1,23 ratings,79%,2.1
Kara Attrep,Music,4.2,21 ratings,N/A,1.6
Henry Michaels,Music,4.6,19 ratings,100%,1.8
Patricia Hall,Music,4.2,12 ratings,N/A,1.8
Annie Yih,Music,3.2,10 ratings,N/A,2.7
Chet Stussy,Music,5.0,8 ratings,100%,1.3
Victor Bell,Music,5.0,7 ratings,N/A,1
Liza Munk,Music,4.7,7 ratings,100%,1.7
Matthew Roy,Music,4.3,6 ratings,100%,1.2
Brent Wilson,Music,5.0,4 ratings,100%,3.8
Andrew McIntyre,Music,3.5,2 ratings,N/A,3
Martha Sprigge,Music,5.0,2 ratings,50%,3
Mike Vitalino,Music,5.0,1 ratings,N/A,2
Sean Taylor,Music,4.5,1 ratings,N/A,2
Keith Colclough,Music,5.0,1 ratings,N/A,2
Megan Williams,Music,4.0,1 ratings,0%,2
Neil Newton,Music,0.0,0 ratings,N/A,0
Alie Jones,Music,0.0,0 ratings,N/A,0
David Paul,Music,3.8,25 ratings,100%,3
Vincent Rone,Music,4.8,20 ratings,N/A,2.1
Scott Dirkse,Music,5.0,15 ratings,N/A,1.7
Maureen Demaio,Music,4.5,15 ratings,N/A,1.9
Emma McCullough,Music,3.7,14 ratings,N/A,3
Lee Rothfarb,Music,2.9,14 ratings,50%,3.7
David Novak,Music,1.7,11 ratings,40%,3.9
Steven Gross,Music,4.3,5 ratings,50%,3.6
Nicholas Ragheb,Music,4.0,5 ratings,80%,2.4
Michel Marc Gervais,Music,4.9,4 ratings,N/A,4
Stephanie Choi,Music,3.0,4 ratings,50%,3.8
Richard Rintoul,Music,5.0,1 ratings,N/A,3
Breana Gilcher,Music,0.0,0 ratings,N/A,0
Thomas Holden,Philosophy,4.5,46 ratings,69%,3
Daniel Korman,Philosophy,4.3,38 ratings,87%,3
Burleigh Wilkins,Philosophy,2.9,32 ratings,N/A,2.7
Anthony Anderson,Philosophy,2.6,28 ratings,100%,3
Quentin Gee,Philosophy,4.3,24 ratings,93%,2.4
Zachary Rentz,Philosophy,5.0,17 ratings,100%,2.8
Tim Lewis,Philosophy,2.9,14 ratings,N/A,3.8
Sam Zahn,Philosophy,4.6,11 ratings,91%,2.6
Robert McIntyre,Philosophy,4.1,5 ratings,N/A,3.2
Jonathan Caravello,Philosophy,4.0,5 ratings,100%,3.2
Justin Clark,Philosophy,5.0,2 ratings,N/A,2
Thomas Curtin,Philosophy,5.0,1 ratings,N/A,1
Paul So,Philosophy,4.0,1 ratings,100%,3
Kevin Falvey,Philosophy,2.9,62 ratings,10%,3.3
Voula Tsouna,Philosophy,3.8,43 ratings,90%,3.2
Matthew Hanser,Philosophy,4.0,36 ratings,50%,3.2
Jeff Bagwell,Philosophy,3.4,16 ratings,69%,2.3
Steve Huizenga,Philosophy,4.4,9 ratings,100%,2.8
Albert Shin,Philosophy,4.2,8 ratings,0%,2.4
Jonathon Way,Philosophy,4.6,7 ratings,N/A,2.6
David King,Philosophy,2.7,6 ratings,34%,3
Joseph Lee,Philosophy,2.9,4 ratings,N/A,1.5
Patricio Fernandez,Philosophy,3.3,4 ratings,75%,3.5
David Spewak,Philosophy,3.7,3 ratings,N/A,2.3
Carmen Zinn,Philosophy,4.0,3 ratings,100%,3.3
Keith Hess,Philosophy,5.0,2 ratings,N/A,2.5
Michael Augustin,Philosophy,3.0,2 ratings,100%,2
Dylan Abney,Philosophy,4.5,2 ratings,100%,3
Jenessa Strickland,Philosophy,3.5,1 ratings,N/A,2
Jen Liderth,Philosophy,2.0,1 ratings,0%,4
Amanda Greene,Philosophy,5.0,1 ratings,100%,4
Sean Pierce,Philosophy,0.0,0 ratings,N/A,0
Allen Collin,Philosophy,0.0,0 ratings,N/A,0
Chris McMahon,Philosophy,3.9,22 ratings,67%,2.7
Jesse Steinberg,Philosophy,4.7,15 ratings,N/A,2.6
John Chandler,Philosophy,4.0,13 ratings,N/A,2.5
Austin Somers,Philosophy,4.4,9 ratings,N/A,2.3
Josh May,Philosophy,4.1,8 ratings,N/A,3.3
Alex Bundy,Philosophy,2.9,8 ratings,50%,3.5
Jon Altschul,Philosophy,4.3,6 ratings,N/A,2.8
Jenna Schaal-OConnor,Philosophy,4.0,6 ratings,84%,2.8
Ben Wolfson,Philosophy,1.8,4 ratings,N/A,3.8
Jason Hanschmann,Philosophy,4.5,4 ratings,75%,3.3
Jonathan LaSalle,Philosophy,4.2,3 ratings,N/A,1.7
Matt Griffin,Philosophy,4.0,3 ratings,N/A,3
Katherina Gontaryuk,Philosophy,0.0,0 ratings,N/A,0
Michael Rescorla,Philosophy,3.5,59 ratings,N/A,3.3
Thomas Barrett,Philosophy,4.9,60 ratings,97%,2.2
David Mokriski,Philosophy,4.0,26 ratings,66%,3.1
Rick Stoody,Philosophy,4.8,22 ratings,100%,2.4
Chris Tennberg,Philosophy,4.3,19 ratings,N/A,2.1
Alex LeBrun,Philosophy,4.4,18 ratings,78%,3.5
Tom Costigan,Philosophy,4.3,18 ratings,78%,1.9
Daniel Story,Philosophy,3.6,17 ratings,63%,2.9
Tim Butzer,Philosophy,4.4,9 ratings,N/A,2
Steven Humphrey,Philosophy,3.8,8 ratings,50%,3.8
Steven Canet,Philosophy,4.8,9 ratings,100%,2
Luke Manning,Philosophy,3.3,6 ratings,0%,3.3
Eric Yang,Philosophy,5.0,5 ratings,N/A,2.2
Amir Saemi,Philosophy,4.5,5 ratings,0%,2.6
Phil Atkins,Philosophy,4.4,4 ratings,N/A,2.8
John Caravello,Philosophy,4.2,3 ratings,N/A,2.3
Charles Perkins,Philosophy,4.3,3 ratings,67%,3.3
Siewert Wally,Philosophy,4.5,1 ratings,N/A,1
Wally Siewert,Philosophy,5.0,1 ratings,N/A,2
Sarah Silverman,Philosophy,5.0,1 ratings,N/A,3
Curtis Anderson,Philosophy,4.5,1 ratings,N/A,3
Dillon SCHULTZ,Philosophy,2.0,1 ratings,0%,5
Colin Allen,Philosophy,3.0,1 ratings,0%,5
Rick Lamb,Philosophy,0.0,0 ratings,N/A,0
Aaron Zimmerman,Philosophy,4.0,113 ratings,55%,2.8
Nathan Salmon,Philosophy,3.1,32 ratings,25%,3.4
Teresa Robertson,Philosophy,3.3,31 ratings,72%,3.8
Stephen Zylstra,Philosophy,4.2,26 ratings,76%,2.9
Dan Dolson,Philosophy,3.8,16 ratings,N/A,2.6
Sonny Elizondo,Philosophy,4.6,13 ratings,91%,3.1
Christopher Cloos,Philosophy,3.8,12 ratings,67%,3.3
Jonathan Winterbottom,Philosophy,4.7,11 ratings,100%,1.9
Timothy Linehan,Philosophy,4.9,10 ratings,N/A,2.6
Kyle Dickey,Philosophy,3.4,8 ratings,38%,3
Morgan Davies,Philosophy,5.0,7 ratings,100%,2.3
Ian Nance,Philosophy,3.7,6 ratings,N/A,2.5
Corey McGrath,Philosophy,4.8,5 ratings,100%,2.6
Damien Barnes,Philosophy,4.4,5 ratings,100%,2.4
Adina Roskies,Philosophy,1.0,5 ratings,0%,4.8
Sherri Conklin,Philosophy,5.0,2 ratings,100%,3
Jon Charry,Philosophy,4.5,2 ratings,100%,4
Carmen McDonald,Philosophy,4.0,1 ratings,N/A,3
Keith Dyck,Philosophy,5.0,1 ratings,100%,1
Christopher McMahon,Philosophy,0.0,0 ratings,N/A,0
Jennifer Hamilton,Physical Education,4.1,25 ratings,N/A,2.4
Mario Felix,Physical Education,5.0,1 ratings,100%,1
Steve Davis,Physical Education,5.0,1 ratings,100%,1
Art Gilbert,Physical Education,3.9,97 ratings,100%,3.2
Uma Ravat,Physical Education,0.0,0 ratings,N/A,0
Ernest Freund,Physics,4.3,202 ratings,87%,2.9
Dirk Bouwmeester,Physics,2.7,58 ratings,25%,4.1
David Stuart,Physics,3.7,45 ratings,85%,3.5
Andrea Young,Physics,2.6,37 ratings,49%,4.5
Omer Blaes,Physics,4.6,34 ratings,100%,3.5
Jatila van der Veen,Physics,1.7,29 ratings,9%,3.5
Doug Folsom,Physics,4.7,26 ratings,N/A,2.6
Crystal Martin,Physics,2.8,24 ratings,40%,4.3
Cenke XU,Physics,3.4,14 ratings,60%,4.1
Steve Giddings,Physics,3.5,12 ratings,100%,3.7
Donald Marolf,Physics,3.4,10 ratings,80%,3.3
Andreas Ludwig,Physics,4.3,9 ratings,100%,3.9
Katie Byl,Physics,3.4,5 ratings,50%,3.8
Paul Hansma,Physics,4.3,3 ratings,N/A,2
Jeremy Badger,Physics,1.3,3 ratings,0%,3
Tejaswi Nerella,Physics,5.0,1 ratings,100%,3
Matthew Fischer,Physics,0.0,0 ratings,N/A,0
Beth Gwinn,Physics,0.0,0 ratings,N/A,0
Deborah Fygenson,Physics,2.0,67 ratings,16%,4
Carl Gwinn,Physics,3.0,20 ratings,N/A,3.1
David Patterson,Physics,2.7,15 ratings,47%,3.7
Jeff Richman,Physics,2.9,15 ratings,50%,3.7
Brian Youngblood,Physics,4.1,7 ratings,72%,2.5
Andrew Jayich,Physics,1.5,6 ratings,34%,3.3
Jim Allen,Physics,2.8,5 ratings,N/A,3.2
Peter Chung,Physics,4.9,4 ratings,N/A,2.5
Xiao Luo,Physics,3.6,5 ratings,80%,2.8
Jean Dill,Physics,1.0,4 ratings,0%,4
Anatoliy Dovbyna,Physics,4.5,4 ratings,75%,4.3
Attilio Santocchia,Physics,1.7,3 ratings,0%,4
Robert Geller,Physics,3.5,248 ratings,56%,3.3
Everett Lipman,Physics,3.4,61 ratings,17%,3.7
Harry Nelson,Physics,4.2,24 ratings,46%,2.9
David Cannell,Physics,4.2,19 ratings,N/A,3.6
Elijah Quetin,Physics,4.7,18 ratings,N/A,2.3
Hugh O'Neil,Physics,4.2,10 ratings,N/A,2.5
Andy Howell,Physics,4.6,6 ratings,100%,2.2
Joseph Hennawi,Physics,2.7,6 ratings,34%,3.7
Joe Incandela,Physics,4.8,3 ratings,N/A,4.3
Dustin McIntosh,Physics,3.0,2 ratings,N/A,3
Benjamin Mazin,Physics,2.8,2 ratings,N/A,3
Kevin Chiou,Physics,4.3,2 ratings,N/A,2
Xi Dong,Physics,0.0,0 ratings,N/A,0
Roger Freedman,Physics,2.5,195 ratings,17%,4.2
Georgios Koutroulakis,Physics,4.3,60 ratings,84%,3.5
Eric Corsini,Physics,1.4,46 ratings,N/A,4.7
Claudio Campagnari,Physics,3.3,38 ratings,100%,3
Andrew Cleland,Physics,4.4,26 ratings,N/A,3.3
Douglas Eardley,Physics,4.3,22 ratings,67%,1.3
Anthony Zee,Physics,2.5,19 ratings,58%,3.1
Benjamin Monreal,Physics,3.1,17 ratings,0%,3.2
Mark Sherwin,Physics,2.0,14 ratings,15%,3.9
David Caratelli,Physics,4.8,11 ratings,91%,3.4
David Weld,Physics,4.3,10 ratings,100%,3.4
Chenhao Jin,Physics,2.0,8 ratings,25%,4.9
Hugh Lippincott,Physics,3.4,5 ratings,60%,3.4
Ian Banta,Physics,4.5,4 ratings,100%,2.8
John Martinis,Physics,4.8,3 ratings,N/A,3.3
Gary Horowitz,Physics,4.5,2 ratings,N/A,3
Sagar Vijay,Physics,2.5,2 ratings,0%,4
David Berenstein,Physics,3.5,2 ratings,100%,2.5
Peng Oh,Physics,5.0,1 ratings,100%,2
Keith Fratus,Physics,0.0,0 ratings,N/A,0
Tengiz Bibilashvili,Physics,4.6,75 ratings,98%,3.3
Philip Lubin,Physics,2.5,53 ratings,25%,2.9
Zvonimir Dogic,Physics,2.9,49 ratings,52%,3.7
Sathya Guruswamy,Physics,2.9,45 ratings,74%,3.6
Elizabeth Gwinn,Physics,2.1,43 ratings,50%,4.3
Ania Jayich,Physics,2.1,36 ratings,11%,4.1
Paula Popescu,Physics,3.8,32 ratings,82%,2.9
Francesc Roig,Physics,3.6,27 ratings,N/A,3.1
Kai Kristiansen,Physics,3.1,25 ratings,56%,3.2
Jean Carlson,Physics,2.9,22 ratings,50%,4
Alex George,Physics,3.1,18 ratings,N/A,3.4
